沪,15822
铜,8809
锌,7353
震荡,7023
镍,6808
多,6574
铝,6162
反弹,5052
空,5050
单,5012
市场,4876
日报,4587
继续,4525
螺纹,4232
进口,4213
铁矿,3454
金属,3374
SHMET,3296
高,3274
胶,3214
现货,3097
回落,2969
支撑,2796
价,2549
短期,2517
偏,2490
持有,2431
关注,2406
铅,2274
元,2228
日,2150
黄金,2148
短线,2090
矿石,2078
将,2008
白银,2004
铁矿石,1978
合约,1976
橡胶,1917
压力,1869
或,1865
逢,1855
区间,1809
冲,1787
弱势,1783
螺纹钢,1777
做,1755
仍,1719
低,1691
延续,1674
评,1626
美元,1603
观望,1566
可,1550
下跌,1468
弱,1450
维持,1441
上涨,1426
回调,1422
高位,1396
承压,1387
贵金属,1385
铜价,1352
基本,1340
为主,1329
操作,1329
的,1319
涨,1249
成交,1232
思路,1215
小幅,1177
仓,1174
贴水,1161
Triland,1152
上海,1126
走势,1086
整理,1077
调整,1069
需求,1069
在,1066
谨慎,1063
附近,1047
上行,1038
锡,1032
价格,1018
强势,1009
行情,1009
午,1006
期货,997
下行,987
持,986
强,978
报,945
减仓,941
跌,940
预期,939
升贴,928
收,916
大幅,905
有色,900
本金,887
盘,886
中,879
持续,875
有,869
止损,868
低位,864
金银,854
下游,843
不,837
稳,835
情绪,834
背靠,833
库存,832
多头,829
期,820
市,797
抛空,797
午后,774
伦,771
吨,763
内,744
回升,728
期价,725
风险,715
金价,696
企,689
上方,687
技术,686
短,681
运行,679
交易,673
世界,670
空间,667
讯,667
晨,666
格局,658
光,657
情,657
LME,656
前,656
豪杰,654
火,653
建议,652
雄心,652
灿烂,652
难,649
走高,647
有限,636
走,625
月,612
空头,611
但,610
看,609
今天,585
突破,580
大,578
止,570
波动,566
机会,564
新,562
等待,560
窄幅,557
后,549
增,542
改,539
一线,538
下方,534
盈,529
今日,521
有望,521
抛,519
钢,516
探底,512
还,505
矿,502
振荡,500
早,498
轻,498
数据,497
联储,496
趋势,492
夜,488
昨日,487
盘整,483
不变,482
之上,474
表现,473
如期,470
依旧,469
美联储,462
交投,460
明显,459
较,449
加息,447
短空,446
宏观,443
再,443
供应,439
位,439
采购,435
中期,433
下探,429
之下,427
参与,425
海金,422
金属网,422
5,421
均线,420
暂,415
整体,412
资金,409
金,407
翻译,403
增加,403
受,402
避险,400
关口,400
上,399
中国,394
点,391
目标,388
基本面,387
走低,386
买入,384
再度,379
可能,373
破,370
美,369
升水,368
贸易,366
振,365
提,364
离场,363
钢材,362
经济,360
原油,359
黑色,358
走强,352
线,350
影响,344
跌破,342
下滑,340
吸,340
现,338
美国,338
为,337
下挫,336
保持,336
方正,332
乏力,332
国外,332
研究,332
跌势,330
机构,324
卷,323
大跌,322
追,320
暂时,317
每日,317
热,315
供需,315
参考,314
洗盘,314
跟进,313
对待,313
低买,311
再次,310
不锈,308
阻力,308
高空,307
不锈钢,307
后市,305
考虑,305
天,304
以,303
涨势,301
开,301
1805,301
期期,296
转,292
较大,291
正中,286
利空,286
解析,284
预测,282
下,281
周,281
指数,278
国内,277
利好,275
有所,274
打压,273
前期,273
新低,269
需,269
止跌,267
至,266
于,266
依然,266
铅锌,264
盘面,264
货,264
注意,262
有色金属,260
好,260
反复,260
消费,258
待,258
扩大,257
新高,256
分化,254
探,254
尝试,253
一步,252
积极,250
非农,250
万,248
看涨,248
不足,247
下午,247
盈利,245
险情,245
一般,245
可于,244
料,242
预计,241
介入,241
创新,241
出货,239
清淡,236
近期,236
未,234
压下,232
进一步,232
是,232
宽幅,230
试,229
下降,228
获利,227
商,225
结束,225
动能,224
接,224
改善,223
政策,221
盘中,220
底部,216
节前,215
疲弱,214
重心,214
商品,213
对,213
加大,213
日均,213
静,212
1609,211
会议,207
出现,204
乐观,204
窄,201
因,200
金白银,200
产量,199
环保,199
周五,196
氛围,196
拿,195
周报,194
货源,194
略有,194
周一,194
宜,194
续,191
因素,191
黄金价格,190
入场,187
加剧,186
缩量,185
有效,183
1801,183
主力,182
动力,182
横盘,181
逐步,178
分析,178
平仓,178
全球,176
择机,176
活跃,176
连,175
低迷,175
投资,175
央行,175
升温,175
跟,174
底,174
部分,173
亏损,172
和,172
周四,172
缺乏,171
成本,169
可以,168
周末,168
或有,167
买,167
面临,167
1605,166
好转,165
限产,165
外,164
受阻,164
压制,162
带动,162
周二,162
隔夜,161
修复,161
报收,161
压回,161
消息,160
点位,160
色系,160
1507,160
年,159
瑞,159
顺势,159
周三,158
进场,157
重回,157
存,156
1701,156
长期,155
放缓,154
钢厂,154
疲软,153
位置,153
1601,153
减弱,152
连续,152
再创,152
向,151
间,150
淡,150
刺激,150
回,150
本周,149
1509,149
跌幅,148
下调,147
减产,147
释放,147
明日,147
利多,147
指引,146
依托,146
价高,145
强劲,145
暴跌,144
上扬,143
概率,143
考验,141
信心,141
降,140
强震,140
坚挺,139
领,139
接货,139
力度,139
迎来,138
方向,138
废,138
意愿,137
会,137
回归,137
态势,137
处,136
报告,136
100,135
套利,135
远,134
小,134
尾盘,134
临近,133
锰,133
回暖,133
补,133
供给,132
陷入,132
1506,132
显,131
端,131
支撑位,130
冲击,130
贸易战,129
节后,129
硅,128
行空,127
开始,126
遇阻,126
警惕,126
线或,126
板,125
进入,125
布局,125
佳,125
增量,125
报道,125
中线,125
与,124
10,122
阶段,122
作为,121
抗跌,121
已,120
平稳,120
后继,120
报价,119
跌停,119
下移,118
上升,117
持仓,117
按,117
悲观,116
及,116
炼厂,115
难以,115
涨幅,115
策略,115
未改,115
拉,115
国投,114
出口,114
跟随,114
中美,114
进,113
安信,113
两,113
股市,113
沽,113
能否,113
谨防,113
无,112
趋,112
不宜,112
少量,112
紧张,111
关键,111
涨停,111
重挫,110
60,110
开启,110
库,110
防范,110
利润,109
节奏,109
大关,109
人民,108
人民币,108
下周,108
收盘,108
各,108
受限,107
分歧,106
情况,106
攀升,106
向上,106
1512,106
2018,105
拖累,105
迹象,105
有空,105
筑,105
略显,104
阻力位,104
向下,103
差,103
未来,103
高点,103
交织,102
增长,102
焦炭,102
推动,102
议,102
息,102
加速,101
测试,101
行业,100
减少,100
以上,100
上移,100
商家,100
产能,99
铜矿,98
仍然,98
建,98
符合,98
价差,97
整数,97
溢价,97
相对,97
近,97
去,97
挺,97
交清,97
减持,97
季度,96
宽松,96
价低,96
形成,96
14000,96
晨报,95
担忧,95
不及,95
还有,95
采购商,95
1505,95
不大,94
1510,94
行动,93
钢铁,93
争夺,93
波段,93
超跌,93
存在,93
1606,93
略,92
贸易商,92
开低,92
银,91
13000,91
低价,90
原料,90
尚可,90
弹动,90
注上,89
冶炼,89
热轧,89
打开,89
希腊,89
热轧卷,88
面,88
开高,88
克,88
跳水,87
缓和,87
7,87
指,87
放量,87
变化,87
主导,87
见,87
适量,87
欧,86
双,86
备货,86
幅度,86
1508,86
罢工,85
内关,85
十字,85
仓单,85
中长,85
畏,85
投资者,84
拉升,84
后期,84
9,83
浓厚,83
忧虑,83
显现,82
先,82
力,82
僵持,82
同步,81
线下,81
能,81
明朗,81
缓慢,81
浓,81
重新,81
压,81
个,80
涨跌,80
徘徊,80
确定,80
低点,80
合金,80
前景,80
钢材价格,80
1607,80
1603,80
1511,80
逐渐,79
逼近,79
事件,79
大增,79
短线交易,78
受到,78
惜售,78
出场,78
偏紧,77
来,77
关税,77
4000,77
1809,77
用家,77
降温,76
处于,76
货价,76
博弈,76
十字星,76
铜镍,76
上攻,76
上午,76
稳定,75
纪要,75
重点,75
袭,75
创,74
硅铁,74
缓解,74
触及,74
PMI,74
换,74
螺,74
周边,74
需谨慎,74
市场观,73
叠加,73
全线,73
微,73
8,73
防守,73
反,73
者,73
观风,72
冶炼厂,72
股,72
恢复,72
普,72
决议,72
渐,72
阴,72
分界,72
比价,71
周期,71
犹存,71
即将,71
20,71
1810,71
4,70
总体,70
触底,70
俄,69
结构,69
加,69
不断,69
特朗普,69
焦煤,69
12000,69
整数关,68
即,68
微涨,68
之,68
高度,68
布兰,68
长线,68
1705,68
鹰派,67
挑战,67
耐心,67
组合,67
煤,67
布兰特,67
兰特,67
充裕,66
较为,66
较弱,66
被,66
平淡,66
软,66
时机,66
高开低走,66
1608,66
超,65
现货价,65
尚未,65
升,65
产业,65
通胀,65
假期,65
买进,65
接近,64
消化,64
良好,64
升级,64
品种,64
产,64
1612,64
油价,63
出,63
阴线,63
铁合金,63
缺口,63
复,63
低回,63
气氛,63
2,63
逻辑,63
控制,63
流通,63
1504,63
通道,62
充足,62
呈现,62
到,62
发酵,62
了结,62
不减,62
半年,62
准,62
交割,62
伦比,61
展望,61
智利,61
心态,61
限制,61
可能性,61
恐慌,61
阶段性,61
